person_id,official,followers,likes,flair_sentiment_score,vader_score,finbert_score,flair_score,date,"('Adj Close', 'AAPL')","('Close', 'AAPL')","('High', 'AAPL')","('Low', 'AAPL')","('Open', 'AAPL')","('Volume', 'AAPL')","('date', '')"
268752908.1666667,0.041666666666666664,586.5833333333334,1.9166666666666667,0.8574041666666666,0.1512333333333333,0.11028303954166667,-0.8779916666666666,2020-12-31,132.06947326660156,132.69000244140625,134.74000549316406,131.72000122070312,134.0800018310547,99116600.0,2020-12-31
304741238.5539637,0.013849092645654251,2280.041547277937,1.930276981852913,0.90878930276982,0.11874178605539651,-0.009599754183858642,-0.9206745067087635,2021-01-04,128.8048095703125,129.41000366210938,133.61000061035156,126.76000213623047,133.52000427246094,143301900.0,2021-01-04
289246462.4765784,0.018329938900203666,3182.8085539714866,2.065173116089613,0.910376578411406,0.16285967413441932,0.007146406804480657,-0.9223431226765797,2021-01-05,130.39732360839844,131.00999450683594,131.74000549316406,128.42999267578125,128.88999938964844,97664900.0,2021-01-05
305405467.0032538,0.02928416485900217,4335.866594360087,1.9229934924078091,0.9078382863340572,0.11639360086767879,-0.023138221810195227,-0.919448722627737,2021-01-06,126.0079574584961,126.5999984741211,131.0500030517578,126.37999725341797,127.72000122070312,155088000.0,2021-01-06
314774880.1020408,0.03721488595438175,4808.55462184874,2.0240096038415367,0.8975851140456178,0.18620864345738286,0.006572991144057623,-0.9133298780487801,2021-01-07,130.30775451660156,130.9199981689453,131.6300048828125,127.86000061035156,128.36000061035156,109578200.0,2021-01-07
309193607.6123188,0.025362318840579712,3919.6721014492755,2.572463768115942,0.8995298913043464,0.17446105072463755,0.0025378846322463766,-0.9148661184210525,2021-01-08,131.43246459960938,132.0500030517578,132.6300048828125,130.22999572753906,132.42999267578125,105158200.0,2021-01-08
271969794.2758621,0.034482758620689655,3750.7327586206898,2.603448275862069,0.9050439655172412,0.1884362068965516,0.02594336482327586,-0.9160040650406506,2021-01-11,128.37681579589844,128.97999572753906,130.1699981689453,128.5,129.19000244140625,100384500.0,2021-01-11
272434864.46768063,0.026615969581749048,2976.1216730038022,2.494296577946768,0.9026882129277569,0.16589809885931556,0.009609643961977183,-0.9065248366013068,2021-01-12,128.19766235351562,128.8000030517578,129.69000244140625,126.86000061035156,128.5,91951100.0,2021-01-12
272918922.34751284,0.011663807890222984,2593.3766723842195,2.54442538593482,0.9069625728987989,0.12358703259005147,0.0061221226620926245,-0.9209958210712194,2021-01-13,130.27789306640625,130.88999938964844,131.4499969482422,128.49000549316406,128.75999450683594,88636800.0,2021-01-13
273471398.40830326,0.01552346570397112,2425.483754512635,2.206498194945848,0.9073184837545144,0.08193805054151637,-0.006266237359927794,-0.9238818883610463,2021-01-14,128.30715942382812,128.91000366210938,131.0,128.75999450683594,130.8000030517578,90221800.0,2021-01-14
273966162.2130402,0.014404852160727824,2196.7282031842306,2.104245640636846,0.9089996209249441,0.0986435936315389,-0.01749920158074298,-0.9237284943011419,2021-01-15,126.54542541503906,127.13999938964844,130.22000122070312,127.0,128.77999877929688,111598500.0,2021-01-15
274860731.5358885,0.020905923344947737,2457.7909407665506,2.218815331010453,0.9041992682926872,0.10086986062717768,-0.0005309746418118453,-0.9235733755031641,2021-01-19,127.2322006225586,127.83000183105469,128.7100067138672,126.94000244140625,127.77999877929688,90757300.0,2021-01-19
275343457.6553475,0.017772135829895272,2652.403998730562,2.4271659790542683,0.9064686131386861,0.15771843859092358,0.014297413842907019,-0.9168177803602567,2021-01-20,131.41256713867188,132.02999877929688,132.49000549316406,128.5500030517578,128.66000366210938,104319500.0,2021-01-20
275817401.4781923,0.017078297425118235,2326.9774040987913,2.2409353652128217,0.905188360483446,0.13527543352601187,0.011215038333946397,-0.9139110685194076,2021-01-21,136.2299346923828,136.8699951171875,139.6699981689453,133.58999633789062,133.8000030517578,120150900.0,2021-01-21
276343509.17751956,0.01459065117535801,2088.931369900027,2.287219670359362,0.8974044312347979,0.1422457984328563,0.0055328164839232655,-0.9078995546759042,2021-01-22,138.4196319580078,139.07000732421875,139.85000610351562,135.02000427246094,136.27999877929688,114459400.0,2021-01-22
277167929.60524935,0.011286089238845144,2441.343307086614,2.5131233595800526,0.9034355643044588,0.10535824146981625,-0.001321696359317584,-0.9173774442928597,2021-01-25,142.2516326904297,142.9199981689453,145.08999633789062,136.5399932861328,143.07000732421875,157611700.0,2021-01-25
277808756.2873998,0.0182546749777382,2769.300979519145,2.3613089937666962,0.8996904051647352,0.1436364425645591,0.014944377977515582,-0.9090258009397683,2021-01-26,142.4905242919922,143.16000366210938,144.3000030517578,141.3699951171875,143.60000610351562,98390600.0,2021-01-26
278573658.312,0.017185185185185185,2353.0082962962965,1.885037037037037,0.9064049481481403,0.08208927407407417,-0.0035089600404444397,-0.9236712620877733,2021-01-27,141.39566040039062,142.05999755859375,144.3000030517578,140.41000366210938,143.42999267578125,140843800.0,2021-01-27
279251043.0117823,0.014587619225734056,2281.95698522536,2.227604264073312,0.9105980175799453,0.06819098559940154,-0.007158344368243857,-0.931031403977439,2021-01-28,136.44888305664062,137.08999633789062,141.99000549316406,136.6999969482422,139.52000427246094,142621100.0,2021-01-28
280189002.7573869,0.00984924623115578,1400.658894472362,2.0916582914572865,0.912303035175875,0.0605818693467337,-0.02425119152783919,-0.9335086255041863,2021-01-29,131.34288024902344,131.9600067138672,136.74000549316406,130.2100067138672,135.8300018310547,177523800.0,2021-01-29
275917418.5222222,0.020987654320987655,4758.186419753087,2.311111111111111,0.9068376543209884,0.22344864197530873,0.018462377495061733,-0.923030501089324,2021-02-01,133.5126953125,134.13999938964844,135.3800048828125,130.92999267578125,133.75,106239800.0,2021-02-01
282534648.7828017,0.021374547846103254,3278.881124630056,2.0812232818151926,0.9047236270963435,0.11409033212758989,0.0046377203313054905,-0.916837565066511,2021-02-02,134.3587188720703,134.99000549316406,136.30999755859375,134.61000061035156,135.72999572753906,83305400.0,2021-02-02
293682980.35990816,0.014435695538057743,2002.916338582677,2.633530183727034,0.9080701115485557,0.11395410104986878,-0.014845616234251983,-0.9267949500554963,2021-02-03,133.31362915039062,133.94000244140625,135.77000427246094,133.61000061035156,135.75999450683594,89880900.0,2021-02-03
286555848.9325622,0.008614324390844204,1081.0876199852325,3.854048732463697,0.9107866601033685,0.1403111740093532,0.0017696948449421649,-0.92947651331719,2021-02-04,136.74749755859375,137.38999938964844,137.39999389648438,134.58999633789062,136.3000030517578,84183100.0,2021-02-04
286688461.3532009,0.006622516556291391,1056.1559970566593,3.2700515084621045,0.9129513245033104,0.12996460632818252,-0.004221731815305372,-0.9323621929299007,2021-02-05,136.3238525390625,136.75999450683594,137.4199981689453,135.86000061035156,137.35000610351562,75693800.0,2021-02-05
308718761.15158445,0.007840574975498203,1768.737014047697,2.932048350212349,0.9083674289447881,0.13039415223783066,-0.00011964959719046069,-0.919797983870969,2021-02-08,136.47337341308594,136.91000366210938,136.9600067138672,134.9199981689453,136.02999877929688,71297200.0,2021-02-08
320726189.7060878,0.016966067864271458,2837.3542914171658,2.937624750499002,0.9074133732534941,0.11842020958083822,-0.005953911626247499,-0.9202279497907951,2021-02-09,135.57623291015625,136.00999450683594,137.8800048828125,135.85000610351562,136.6199951171875,76774200.0,2021-02-09
296750128.3465704,0.011732851985559567,2166.870938628159,3.901624548736462,0.9141654332129964,0.16302337545126344,0.0022461086976534295,-0.920309561128527,2021-02-10,134.95822143554688,135.38999938964844,136.99000549316406,134.39999389648438,136.47999572753906,73046600.0,2021-02-10
288065965.73561645,0.015068493150684932,2737.27397260274,3.4876712328767123,0.9082178082191779,0.13344787671232872,-0.00241416274589041,-0.9218638854296393,2021-02-11,134.6990509033203,135.1300048828125,136.38999938964844,133.77000427246094,135.89999389648438,64280000.0,2021-02-11
288773663.2496749,0.011703511053315995,2281.9921976592977,4.479843953185956,0.9093185955786739,0.1626352405721716,0.008310700812743826,-0.9252227477477475,2021-02-12,134.9382781982422,135.3699951171875,135.52999877929688,133.69000244140625,134.35000610351562,60145100.0,2021-02-12
290107235.68330365,0.013071895424836602,2427.5549613784906,2.354723707664884,0.912009655377302,0.07948021390374335,-0.02223706615656564,-0.9308270633397335,2021-02-16,132.76524353027344,133.19000244140625,136.00999450683594,132.7899932861328,135.49000549316406,80576300.0,2021-02-16
290754247.4383117,0.012291280148423005,2154.7416512059367,2.2903525046382187,0.9108109230055639,0.06732956864564014,-0.020876296701530597,-0.927570091324202,2021-02-17,130.4227294921875,130.83999633789062,132.22000122070312,129.47000122070312,131.25,97918500.0,2021-02-17
